crop,year,season,state,area,production,fertilizer,pesticide,yield,n,p,k,ph,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Linseed,2003,Rabi,assam,9604.0,5021,950603.92,2304.96,0.524545455,60,18,38,5.8,22.45,2076.0,78.5
Maize,2003,Kharif,assam,19569.0,14051,1936939.62,4696.56,0.607391304,60,18,38,5.8,22.45,2076.0,78.5
Masoor,2003,Rabi,assam,21736.0,11721,2151429.28,5216.64,0.51,60,18,38,5.8,22.45,2076.0,78.5
Mesta,2003,Kharif,assam,5420.0,25867,536471.6,1300.8,4.419047619,60,18,38,5.8,22.45,2076.0,78.5
Moong(Green Gram),2003,Rabi,assam,7595.0,3513,751753.1,1822.8,0.44391304299999995,60,18,38,5.8,22.45,2076.0,78.5
Niger seed,2003,Kharif,assam,9747.0,5001,964758.06,2339.28,0.538333333,60,18,38,5.8,22.45,2076.0,78.5
Onion,2003,Whole Year,assam,7332.0,17142,725721.36,1759.68,2.34173913,60,18,38,5.8,22.45,2076.0,78.5
Peas & beans (Pulses),2003,Rabi,assam,25133.0,14866,2487664.34,6031.92,0.586956522,60,18,38,5.8,22.45,2076.0,78.5
Potato,2003,Whole Year,assam,77894.0,543070,7709948.12,18694.56,6.471304347999999,60,18,38,5.8,22.45,2076.0,78.5
Rapeseed &Mustard,2003,Rabi,assam,264103.0,138296,26140914.94,63384.72,0.519130435,60,18,38,5.8,22.45,2076.0,78.5
Rice,2003,Autumn,assam,441143.0,430374,43664334.14,105874.32,1.118695652,60,18,38,5.8,22.45,2076.0,78.5
Rice,2003,Summer,assam,319480.0,573189,31622130.4,76675.2,1.493913043,60,18,38,5.8,22.45,2076.0,78.5
Rice,2003,Winter,assam,1769203.0,2877371,175115712.9,424608.72,1.618695652,60,18,38,5.8,22.45,2076.0,78.5
Sesamum,2003,Kharif,assam,14465.0,7953,1431745.7,3471.6,0.489130435,60,18,38,5.8,22.45,2076.0,78.5
Small millets,2003,Kharif,assam,8299.0,4320,821435.02,1991.76,0.5069565220000001,60,18,38,5.8,22.45,2076.0,78.5
Sugarcane,2003,Whole Year,assam,25431.0,981360,2517160.38,6103.44,37.43217391,60,18,38,5.8,22.45,2076.0,78.5
Sweet potato,2003,Whole Year,assam,8194.0,28384,811042.12,1966.56,3.412173913,60,18,38,5.8,22.45,2076.0,78.5
Tapioca,2003,Whole Year,assam,2873.0,13613,284369.54,689.52,4.383636364,60,18,38,5.8,22.45,2076.0,78.5
Tobacco,2003,Whole Year,assam,828.0,416,81955.44,198.72,0.561304348,60,18,38,5.8,22.45,2076.0,78.5
Turmeric,2003,Whole Year,assam,12249.0,8420,1212406.02,2939.76,0.669130435,60,18,38,5.8,22.45,2076.0,78.5
Urad,2003,Rabi,assam,39588.0,20696,3918420.24,9501.12,0.519130435,60,18,38,5.8,22.45,2076.0,78.5
Wheat,2003,Rabi,assam,69954.0,73186,6924046.92,16788.96,1.0409090909999998,60,18,38,5.8,22.45,2076.0,78.5
Arecanut,2003,Whole Year,goa,1600.0,2650,158368.0,384.0,1.66,65,25,45,6.2,27.88,1413.96,71.8
Banana,2003,Whole Year,goa,2179.0,16900,215677.42,522.96,7.76,65,25,45,6.2,27.88,1413.96,71.8
Black pepper,2003,Whole Year,goa,589.0,103,58299.22,141.36,0.17,65,25,45,6.2,27.88,1413.96,71.8
Cashewnut,2003,Whole Year,goa,54668.0,23233,5411038.64,13120.32,0.42,65,25,45,6.2,27.88,1413.96,71.8
Coconut,2003,Whole Year,goa,25110.0,122220000,2485387.8,6026.4,4867.38,65,25,45,6.2,27.88,1413.96,71.8
Groundnut,2003,Kharif,goa,325.0,363,32168.5,78.0,1.12,65,25,45,6.2,27.88,1413.96,71.8
Groundnut,2003,Rabi,goa,2950.0,5310,291991.0,708.0,1.8,65,25,45,6.2,27.88,1413.96,71.8
Other  Rabi pulses,2003,Rabi,goa,9284.0,8853,918930.32,2228.16,0.95,65,25,45,6.2,27.88,1413.96,71.8
Other Kharif pulses,2003,Kharif,goa,498.0,294,49292.04,119.52,0.59,65,25,45,6.2,27.88,1413.96,71.8
Ragi,2003,Kharif,goa,439.0,394,43452.22,105.36,0.9,65,25,45,6.2,27.88,1413.96,71.8
Rice,2003,Kharif,goa,35471.0,115996,3510919.58,8513.04,3.27,65,25,45,6.2,27.88,1413.96,71.8
Rice,2003,Rabi,goa,17330.0,54665,1715323.4,4159.2,3.15,65,25,45,6.2,27.88,1413.96,71.8
Sugarcane,2003,Whole Year,goa,1210.0,57607,119765.8,290.4,47.61,65,25,45,6.2,27.88,1413.96,71.8
Arecanut,2003,Whole Year,karnataka,148939.0,198857,14741982.22,35745.36,1.302727273,72,42,25,6.9,24.36,630.03,64.73
Arhar/Tur,2003,Kharif,karnataka,532251.0,199627,52682203.98,127740.24,0.29833333300000003,72,42,25,6.9,24.36,630.03,64.73
Bajra,2003,Kharif,karnataka,318328.0,191079,31508105.44,76398.72,0.532666667,72,42,25,6.9,24.36,630.03,64.73
Bajra,2003,Rabi,karnataka,117.0,105,11580.66,28.08,0.9,72,42,25,6.9,24.36,630.03,64.73
Bajra,2003,Summer,karnataka,300.0,271,29694.0,72.0,0.9225,72,42,25,6.9,24.36,630.03,64.73
Banana,2003,Whole Year,karnataka,33220.0,431463,3288115.6,7972.8,14.36222222,72,42,25,6.9,24.36,630.03,64.73
Black pepper,2003,Whole Year,karnataka,10694.0,23561,1058492.12,2566.56,2.2208333330000003,72,42,25,6.9,24.36,630.03,64.73
Cardamom,2003,Whole Year,karnataka,19480.0,1106,1928130.4,4675.2,0.061428570999999994,72,42,25,6.9,24.36,630.03,64.73
Castor seed,2003,Kharif,karnataka,17214.0,15439,1703841.72,4131.36,0.9061904759999999,72,42,25,6.9,24.36,630.03,64.73
Coconut,2003,Whole Year,karnataka,375957.0,1529139000,37212223.86,90229.68,4165.193333,72,42,25,6.9,24.36,630.03,64.73
Coriander,2003,Whole Year,karnataka,7797.0,1187,771747.06,1871.28,0.1195,72,42,25,6.9,24.36,630.03,64.73
Cotton(lint),2003,Kharif,karnataka,316674.0,264624,31344392.52,76001.76,1.192857143,72,42,25,6.9,24.36,630.03,64.73
Dry chillies,2003,Whole Year,karnataka,69876.0,94502,6916326.48,16770.24,1.505185185,72,42,25,6.9,24.36,630.03,64.73
Garlic,2003,Whole Year,karnataka,3970.0,2902,392950.6,952.8,1.331764706,72,42,25,6.9,24.36,630.03,64.73
Ginger,2003,Kharif,karnataka,8281.0,108540,819653.38,1987.44,12.818125,72,42,25,6.9,24.36,630.03,64.73
Gram,2003,Rabi,karnataka,509534.0,171096,50433675.32,122288.16,0.32,72,42,25,6.9,24.36,630.03,64.73
Groundnut,2003,Kharif,karnataka,677779.0,294577,67086565.42,162666.96,0.5316,72,42,25,6.9,24.36,630.03,64.73
Groundnut,2003,Rabi,karnataka,139464.0,138901,13804146.72,33471.36,1.0496,72,42,25,6.9,24.36,630.03,64.73
Horse-gram,2003,Kharif,karnataka,109019.0,38239,10790700.62,26164.56,0.34166666700000003,72,42,25,6.9,24.36,630.03,64.73
Horse-gram,2003,Rabi,karnataka,164703.0,38936,16302302.94,39528.72,0.256153846,72,42,25,6.9,24.36,630.03,64.73
Jowar,2003,Kharif,karnataka,247184.0,240150,24466272.32,59324.16,0.8813636359999999,72,42,25,6.9,24.36,630.03,64.73
Jowar,2003,Rabi,karnataka,1443986.0,522070,142925734.3,346556.64,0.344761905,72,42,25,6.9,24.36,630.03,64.73
Jowar,2003,Summer,karnataka,7007.0,18783,693552.86,1681.68,2.634666667,72,42,25,6.9,24.36,630.03,64.73
Linseed,2003,Rabi,karnataka,12909.0,996,1277732.82,3098.16,0.067142857,72,42,25,6.9,24.36,630.03,64.73
Maize,2003,Kharif,karnataka,545546.0,1066107,53998143.08,130931.04,2.3356,72,42,25,6.9,24.36,630.03,64.73
Maize,2003,Rabi,karnataka,64199.0,123529,6354417.02,15407.76,1.9434782609999999,72,42,25,6.9,24.36,630.03,64.73
Maize,2003,Summer,karnataka,8428.0,20264,834203.44,2022.72,2.470909091,72,42,25,6.9,24.36,630.03,64.73
Mesta,2003,Kharif,karnataka,4060.0,6055,401858.8,974.4,1.72,72,42,25,6.9,24.36,630.03,64.73
Moong(Green Gram),2003,Kharif,karnataka,264392.0,39470,26169520.16,63454.08,0.097727273,72,42,25,6.9,24.36,630.03,64.73
Moong(Green Gram),2003,Rabi,karnataka,8380.0,2451,829452.4,2011.2,0.290666667,72,42,25,6.9,24.36,630.03,64.73
Niger seed,2003,Kharif,karnataka,27485.0,5158,2720465.3,6596.4,0.213043478,72,42,25,6.9,24.36,630.03,64.73
Onion,2003,Whole Year,karnataka,101221.0,360469,10018854.58,24293.04,6.0956,72,42,25,6.9,24.36,630.03,64.73
Other  Rabi pulses,2003,Rabi,karnataka,24803.0,2864,2455000.94,5952.72,0.114,72,42,25,6.9,24.36,630.03,64.73
Other Kharif pulses,2003,Kharif,karnataka,120612.0,38029,11938175.76,28946.88,0.2812,72,42,25,6.9,24.36,630.03,64.73
Potato,2003,Whole Year,karnataka,53076.0,342752,5253462.48,12738.24,9.008666667,72,42,25,6.9,24.36,630.03,64.73
Ragi,2003,Kharif,karnataka,926430.0,1103578,91698041.4,222343.2,1.0642105259999999,72,42,25,6.9,24.36,630.03,64.73
Ragi,2003,Rabi,karnataka,65271.0,13707,6460523.58,15665.04,0.607692308,72,42,25,6.9,24.36,630.03,64.73
Ragi,2003,Summer,karnataka,6565.0,7808,649803.7,1575.6,1.190833333,72,42,25,6.9,24.36,630.03,64.73
Rapeseed &Mustard,2003,Rabi,karnataka,6048.0,1706,598631.04,1451.52,0.22352941199999998,72,42,25,6.9,24.36,630.03,64.73
Rice,2003,Kharif,karnataka,944272.0,2100123,93464042.56,226625.28,2.133333333,72,42,25,6.9,24.36,630.03,64.73
Rice,2003,Rabi,karnataka,54629.0,158046,5407178.42,13110.96,2.892,72,42,25,6.9,24.36,630.03,64.73
Rice,2003,Summer,karnataka,74998.0,292230,7423302.04,17999.52,3.8768,72,42,25,6.9,24.36,630.03,64.73
Safflower,2003,Rabi,karnataka,98643.0,41599,9763684.14,23674.32,0.39,72,42,25,6.9,24.36,630.03,64.73
Sannhamp,2003,Whole Year,karnataka,466.0,116,46124.68,111.84,0.144285714,72,42,25,6.9,24.36,630.03,64.73
Sesamum,2003,Kharif,karnataka,58471.0,25734,5787459.58,14033.04,0.385,72,42,25,6.9,24.36,630.03,64.73
Small millets,2003,Kharif,karnataka,68145.0,38803,6744992.1,16354.8,0.546315789,72,42,25,6.9,24.36,630.03,64.73
Soyabean,2003,Kharif,karnataka,93904.0,45255,9294617.92,22536.96,0.48100000000000004,72,42,25,6.9,24.36,630.03,64.73
Sugarcane,2003,Whole Year,karnataka,243341.0,16015440,24085892.18,58401.84,72.1276,72,42,25,6.9,24.36,630.03,64.73
Sunflower,2003,Kharif,karnataka,360264.0,165177,35658930.72,86463.36,0.469130435,72,42,25,6.9,24.36,630.03,64.73
Sunflower,2003,Rabi,karnataka,737406.0,179533,72988445.88,176977.44,0.462083333,72,42,25,6.9,24.36,630.03,64.73
Sunflower,2003,Summer,karnataka,37795.0,19977,3740949.1,9070.8,0.567894737,72,42,25,6.9,24.36,630.03,64.73
Sweet potato,2003,Whole Year,karnataka,3580.0,28718,354348.4,859.2,6.229333333,72,42,25,6.9,24.36,630.03,64.73
Tapioca,2003,Whole Year,karnataka,1058.0,8357,104720.84,253.92,9.595714286,72,42,25,6.9,24.36,630.03,64.73
Tobacco,2003,Whole Year,karnataka,98050.0,55107,9704989.0,23532.0,0.574285714,72,42,25,6.9,24.36,630.03,64.73
Turmeric,2003,Whole Year,karnataka,5410.0,26381,535481.8,1298.4,4.343809524,72,42,25,6.9,24.36,630.03,64.73
Urad,2003,Kharif,karnataka,129237.0,32541,12791878.26,31016.88,0.224444444,72,42,25,6.9,24.36,630.03,64.73
Urad,2003,Rabi,karnataka,11397.0,6002,1128075.06,2735.28,0.49,72,42,25,6.9,24.36,630.03,64.73
Wheat,2003,Rabi,karnataka,231994.0,96150,22962766.12,55678.56,0.5164285710000001,72,42,25,6.9,24.36,630.03,64.73
Arecanut,2003,Whole Year,kerala,102504.0,105490,10145845.92,24600.96,0.86,65,28,50,5.7,27.08,1542.25,79.55
Banana,2003,Whole Year,kerala,55906.0,442220,5533575.88,13417.44,8.215,65,28,50,5.7,27.08,1542.25,79.55
Black pepper,2003,Whole Year,kerala,216440.0,69015,21423231.2,51945.6,0.222857143,65,28,50,5.7,27.08,1542.25,79.55
Cardamom,2003,Whole Year,kerala,41332.0,8875,4091041.36,9919.68,0.07,65,28,50,5.7,27.08,1542.25,79.55
Cashewnut,2003,Whole Year,kerala,86376.0,65655,8549496.48,20730.24,0.5592857139999999,65,28,50,5.7,27.08,1542.25,79.55
Coconut,2003,Whole Year,kerala,898498.0,5876000000,88933332.04,215639.52,6097.778571,65,28,50,5.7,27.08,1542.25,79.55
Cotton(lint),2003,Kharif,kerala,2949.0,4748,291892.02,707.76,1.61,65,28,50,5.7,27.08,1542.25,79.55
Garlic,2003,Whole Year,kerala,638.0,10846,63149.24,153.12,17.0,65,28,50,5.7,27.08,1542.25,79.55
Ginger,2003,Whole Year,kerala,8516.0,32972,842913.68,2043.84,2.8742857139999995,65,28,50,5.7,27.08,1542.25,79.55
Groundnut,2003,Kharif,kerala,2687.0,1988,265959.26,644.88,0.74,65,28,50,5.7,27.08,1542.25,79.55
Jowar,2003,Kharif,kerala,2129.0,1087,210728.42,510.96,0.628571429,65,28,50,5.7,27.08,1542.25,79.55
Ragi,2003,Kharif,kerala,1504.0,1217,148865.92,360.96,0.76,65,28,50,5.7,27.08,1542.25,79.55
Rice,2003,Autumn,kerala,102770.0,220132,10172174.6,24664.8,2.140769231,65,28,50,5.7,27.08,1542.25,79.55
Rice,2003,Summer,kerala,37186.0,83239,3680670.28,8924.64,1.845,65,28,50,5.7,27.08,1542.25,79.55
Rice,2003,Winter,kerala,147384.0,266674,14588068.32,35372.16,1.960714286,65,28,50,5.7,27.08,1542.25,79.55
Sesamum,2003,Kharif,kerala,1204.0,285,119171.92,288.96,0.245555556,65,28,50,5.7,27.08,1542.25,79.55
Small millets,2003,Kharif,kerala,1233.0,960,122042.34,295.92,0.726666667,65,28,50,5.7,27.08,1542.25,79.55
Sugarcane,2003,Whole Year,kerala,3535.0,290980,349894.3,848.4,82.35,65,28,50,5.7,27.08,1542.25,79.55
Sweet potato,2003,Whole Year,kerala,1002.0,11981,99177.96,240.48,11.52307692,65,28,50,5.7,27.08,1542.25,79.55
Tapioca,2003,Whole Year,kerala,94297.0,2540790,9333517.06,22631.28,28.62785714,65,28,50,5.7,27.08,1542.25,79.55
Tobacco,2003,Whole Year,kerala,76.0,423,7522.48,18.24,5.57,65,28,50,5.7,27.08,1542.25,79.55
Turmeric,2003,Whole Year,kerala,2774.0,5652,274570.52,665.76,1.967857143,65,28,50,5.7,27.08,1542.25,79.55
Arecanut,2003,Whole Year,meghalaya,11189.0,14244,1107487.22,2685.36,1.194285714,52,16,33,5.6,17.73,2608.08,82.11
Arhar/Tur,2003,Kharif,meghalaya,812.0,639,80371.76,194.88,0.806666667,52,16,33,5.6,17.73,2608.08,82.11
Banana,2003,Whole Year,meghalaya,5628.0,66875,557059.44,1350.72,10.92714286,52,16,33,5.6,17.73,2608.08,82.11
Cashewnut,2003,Whole Year,meghalaya,6708.0,6787,663957.84,1609.92,1.003333333,52,16,33,5.6,17.73,2608.08,82.11
Castor seed,2003,Kharif,meghalaya,25.0,14,2474.5,6.0,0.545,52,16,33,5.6,17.73,2608.08,82.11
Cotton(lint),2003,Kharif,meghalaya,7281.0,7792,720673.38,1747.44,1.036666667,52,16,33,5.6,17.73,2608.08,82.11
Dry chillies,2003,Whole Year,meghalaya,1807.0,1168,178856.86,433.68,0.671428571,52,16,33,5.6,17.73,2608.08,82.11
Ginger,2003,Kharif,meghalaya,8982.0,49215,889038.36,2155.68,6.782857142999999,52,16,33,5.6,17.73,2608.08,82.11
Gram,2003,Rabi,meghalaya,508.0,316,50281.84,121.92,0.6,52,16,33,5.6,17.73,2608.08,82.11
Jute,2003,Kharif,meghalaya,4043.0,35699,400176.14,970.32,7.026666667000001,52,16,33,5.6,17.73,2608.08,82.11
Maize,2003,Kharif,meghalaya,16900.0,25929,1672762.0,4056.0,1.528571429,52,16,33,5.6,17.73,2608.08,82.11
Mesta,2003,Kharif,meghalaya,4502.0,20459,445607.96,1080.48,4.573333333,52,16,33,5.6,17.73,2608.08,82.11
Other  Rabi pulses,2003,Rabi,meghalaya,2100.0,1648,207858.0,504.0,0.7571428570000001,52,16,33,5.6,17.73,2608.08,82.11
Potato,2003,Whole Year,meghalaya,18035.0,149428,1785104.3,4328.4,7.241428571,52,16,33,5.6,17.73,2608.08,82.11
Rapeseed &Mustard,2003,Rabi,meghalaya,7218.0,4645,714437.64,1732.32,0.6085714289999999,52,16,33,5.6,17.73,2608.08,82.11
Rice,2003,Kharif,meghalaya,109721.0,200703,10860184.58,26333.04,1.798571429,52,16,33,5.6,17.73,2608.08,82.11
Sesamum,2003,Kharif,meghalaya,1617.0,849,160050.66,388.08,0.567142857,52,16,33,5.6,17.73,2608.08,82.11
Small millets,2003,Kharif,meghalaya,2661.0,2209,263385.78,638.64,0.9185714290000001,52,16,33,5.6,17.73,2608.08,82.11
Soyabean,2003,Kharif,meghalaya,984.0,963,97396.32,236.16,0.945714286,52,16,33,5.6,17.73,2608.08,82.11
Sugarcane,2003,Whole Year,meghalaya,83.0,228,8215.34,19.92,2.346,52,16,33,5.6,17.73,2608.08,82.11
Sweet potato,2003,Whole Year,meghalaya,4853.0,16016,480349.94,1164.72,3.395714286,52,16,33,5.6,17.73,2608.08,82.11
Tapioca,2003,Whole Year,meghalaya,3974.0,20588,393346.52,953.76,6.367142857,52,16,33,5.6,17.73,2608.08,82.11
Tobacco,2003,Whole Year,meghalaya,723.0,472,71562.54,173.52,0.55,52,16,33,5.6,17.73,2608.08,82.11
Turmeric,2003,Whole Year,meghalaya,1561.0,8656,154507.78,374.64,5.471428571000001,52,16,33,5.6,17.73,2608.08,82.11
Wheat,2003,Rabi,meghalaya,862.0,1540,85320.76,206.88,1.49,52,16,33,5.6,17.73,2608.08,82.11
Arecanut,2003,Whole Year,puducherry,64.0,77,6334.72,15.36,1.2,88,55,40,7.0,28.24,842.18,74.41
Bajra,2003,Kharif,puducherry,197.0,383,19499.06,47.28,1.94,88,55,40,7.0,28.24,842.18,74.41
Banana,2003,Whole Year,puducherry,280.0,10095,27714.4,67.2,26.56,88,55,40,7.0,28.24,842.18,74.41
Black pepper,2003,Whole Year,puducherry,12.0,8,1187.76,2.88,0.67,88,55,40,7.0,28.24,842.18,74.41
Cashewnut,2003,Whole Year,puducherry,217.0,172,21478.66,52.08,1.08,88,55,40,7.0,28.24,842.18,74.41
Coconut,2003,Whole Year,puducherry,2252.0,30732000,222902.96,540.48,12300.735,88,55,40,7.0,28.24,842.18,74.41
Coriander,2003,Whole Year,puducherry,2.0,1,197.96,0.48,0.5,88,55,40,7.0,28.24,842.18,74.41
Cotton(lint),2003,Kharif,puducherry,453.0,1747,44837.94,108.72,4.095,88,55,40,7.0,28.24,842.18,74.41
Dry chillies,2003,Whole Year,puducherry,11.0,30,1088.78,2.64,2.333333333,88,55,40,7.0,28.24,842.18,74.41
Ginger,2003,Kharif,puducherry,187.0,156,18509.26,44.88,0.565,88,55,40,7.0,28.24,842.18,74.41
Moong(Green Gram),2003,Rabi,puducherry,1299.0,388,128575.02,311.76,0.483333333,88,55,40,7.0,28.24,842.18,74.41
Onion,2003,Whole Year,puducherry,7.0,100,692.86,1.68,8.75,88,55,40,7.0,28.24,842.18,74.41
Other  Rabi pulses,2003,Rabi,puducherry,141.0,138,13956.18,33.84,0.99,88,55,40,7.0,28.24,842.18,74.41
Ragi,2003,Kharif,puducherry,121.0,266,11976.58,29.04,1.605,88,55,40,7.0,28.24,842.18,74.41
Rice,2003,Kharif,puducherry,25065.0,67003,2480933.7,6015.6,2.9933333330000003,88,55,40,7.0,28.24,842.18,74.41
Sugarcane,2003,Whole Year,puducherry,1733.0,146675,171532.34,415.92,54.985,88,55,40,7.0,28.24,842.18,74.41
Tapioca,2003,Whole Year,puducherry,567.0,16716,56121.66,136.08,20.005,88,55,40,7.0,28.24,842.18,74.41
Urad,2003,Rabi,puducherry,1174.0,437,116202.52,281.76,0.71,88,55,40,7.0,28.24,842.18,74.41
Arecanut,2003,Whole Year,tamil nadu,5219.0,0,516576.62,1252.56,0.0,80,38,30,6.6,28.23,895.93,70.97
Arhar/Tur,2003,Kharif,tamil nadu,44914.0,27475,4445587.72,10779.36,0.6396,80,38,30,6.6,28.23,895.93,70.97
Bajra,2003,Kharif,tamil nadu,158851.0,172342,15723071.98,38124.24,1.0744,80,38,30,6.6,28.23,895.93,70.97
Banana,2003,Whole Year,tamil nadu,71088.0,2514729,7036290.24,17061.12,34.52965517,80,38,30,6.6,28.23,895.93,70.97
Black pepper,2003,Whole Year,tamil nadu,4179.0,933,413637.42,1002.96,0.141666667,80,38,30,6.6,28.23,895.93,70.97
Cardamom,2003,Whole Year,tamil nadu,5221.0,478,516774.58,1253.04,0.079,80,38,30,6.6,28.23,895.93,70.97
Cashewnut,2003,Whole Year,tamil nadu,102763.0,39380,10171481.74,24663.12,0.361153846,80,38,30,6.6,28.23,895.93,70.97
Castor seed,2003,Kharif,tamil nadu,8720.0,2975,863105.6,2092.8,0.409545455,80,38,30,6.6,28.23,895.93,70.97
Coconut,2003,Whole Year,tamil nadu,352710.0,2560500000,34911235.8,84650.4,7781.805714,80,38,30,6.6,28.23,895.93,70.97
Coriander,2003,Whole Year,tamil nadu,27722.0,8052,2743923.56,6653.28,0.30074074100000003,80,38,30,6.6,28.23,895.93,70.97
Cotton(lint),2003,Kharif,tamil nadu,97777.0,119687,9677967.46,23466.48,1.504615385,80,38,30,6.6,28.23,895.93,70.97
Dry chillies,2003,Whole Year,tamil nadu,75206.0,40067,7443889.88,18049.44,0.64,80,38,30,6.6,28.23,895.93,70.97
Garlic,2003,Whole Year,tamil nadu,595.0,3411,58893.1,142.8,5.54,80,38,30,6.6,28.23,895.93,70.97
Ginger,2003,Kharif,tamil nadu,395.0,5599,39097.1,94.8,14.11833333,80,38,30,6.6,28.23,895.93,70.97
Gram,2003,Rabi,tamil nadu,6625.0,4349,655742.5,1590.0,0.586666667,80,38,30,6.6,28.23,895.93,70.97
Groundnut,2003,Kharif,tamil nadu,591696.0,918241,58566070.08,142007.04,1.513928571,80,38,30,6.6,28.23,895.93,70.97
Horse-gram,2003,Kharif,tamil nadu,68092.0,18240,6739746.16,16342.08,0.273043478,80,38,30,6.6,28.23,895.93,70.97
Jowar,2003,Kharif,tamil nadu,401607.0,245933,39751060.86,96385.68,0.7376,80,38,30,6.6,28.23,895.93,70.97
Maize,2003,Kharif,tamil nadu,160159.0,250992,15852537.82,38438.16,1.7856,80,38,30,6.6,28.23,895.93,70.97
Moong(Green Gram),2003,Kharif,tamil nadu,125690.0,53315,12440796.2,30165.6,0.40703703700000005,80,38,30,6.6,28.23,895.93,70.97
Onion,2003,Whole Year,tamil nadu,23452.0,211173,2321278.96,5628.48,8.768076922999999,80,38,30,6.6,28.23,895.93,70.97
Other Kharif pulses,2003,Kharif,tamil nadu,105792.0,21757,10471292.16,25390.08,0.239642857,80,38,30,6.6,28.23,895.93,70.97
Potato,2003,Whole Year,tamil nadu,4341.0,70103,429672.18,1041.84,17.054000000000002,80,38,30,6.6,28.23,895.93,70.97
Ragi,2003,Kharif,tamil nadu,118439.0,176381,11723092.22,28425.36,1.7929629630000001,80,38,30,6.6,28.23,895.93,70.97
Rapeseed &Mustard,2003,Rabi,tamil nadu,376.0,93,37216.48,90.24,0.386666667,80,38,30,6.6,28.23,895.93,70.97
Rice,2003,Kharif,tamil nadu,1396651.0,3222776,138240516.0,335196.24,2.728214286,80,38,30,6.6,28.23,895.93,70.97
Sesamum,2003,Kharif,tamil nadu,83835.0,29004,8297988.3,20120.4,0.347142857,80,38,30,6.6,28.23,895.93,70.97
Small millets,2003,Kharif,tamil nadu,68609.0,42529,6790918.82,16466.16,2.611153846,80,38,30,6.6,28.23,895.93,70.97
Sugarcane,2003,Whole Year,tamil nadu,192069.0,19529277,19010989.62,46096.56,96.11384615,80,38,30,6.6,28.23,895.93,70.97
Sunflower,2003,Kharif,tamil nadu,10367.0,13408,1026125.66,2488.08,1.1916,80,38,30,6.6,28.23,895.93,70.97
Sweet potato,2003,Whole Year,tamil nadu,1039.0,15049,102840.22,249.36,14.55,80,38,30,6.6,28.23,895.93,70.97
Tapioca,2003,Whole Year,tamil nadu,95022.0,3201414,9405277.56,22805.28,33.38214286,80,38,30,6.6,28.23,895.93,70.97
Turmeric,2003,Whole Year,tamil nadu,16181.0,67250,1601595.38,3883.44,3.909615385,80,38,30,6.6,28.23,895.93,70.97
Urad,2003,Kharif,tamil nadu,185732.0,75920,18383753.36,44575.68,0.41296296299999996,80,38,30,6.6,28.23,895.93,70.97
Arecanut,2003,Whole Year,west bengal,9166.0,18519,907250.68,2199.84,2.096666667,85,40,45,6.2,25.84,1423.27,73.79
Arhar/Tur,2003,Kharif,west bengal,3361.0,3382,332671.78,806.64,1.016153846,85,40,45,6.2,25.84,1423.27,73.79
Bajra,2003,Kharif,west bengal,258.0,179,25536.84,61.92,0.67,85,40,45,6.2,25.84,1423.27,73.79
Barley,2003,Rabi,west bengal,3077.0,4142,304561.46,738.48,1.3271428570000001,85,40,45,6.2,25.84,1423.27,73.79
Cardamom,2003,Whole Year,west bengal,2874.0,704,284468.52,689.76,0.24,85,40,45,6.2,25.84,1423.27,73.79
Castor seed,2003,Kharif,west bengal,40.0,48,3959.2,9.6,1.2,85,40,45,6.2,25.84,1423.27,73.79
Coconut,2003,Whole Year,west bengal,24443.0,317488500,2419368.14,5866.32,12370.069440000001,85,40,45,6.2,25.84,1423.27,73.79
Cotton(lint),2003,Kharif,west bengal,1429.0,2772,141442.42,342.96,2.55,85,40,45,6.2,25.84,1423.27,73.79
Dry chillies,2003,Whole Year,west bengal,60468.0,66252,5985122.64,14512.32,0.9994444440000001,85,40,45,6.2,25.84,1423.27,73.79
Ginger,2003,Kharif,west bengal,8053.0,16419,797085.94,1932.72,1.623529412,85,40,45,6.2,25.84,1423.27,73.79
Gram,2003,Rabi,west bengal,46492.0,47678,4601778.16,11158.08,0.973571429,85,40,45,6.2,25.84,1423.27,73.79
Groundnut,2003,Kharif,west bengal,1792.0,1833,177372.16,430.08,1.0771428570000001,85,40,45,6.2,25.84,1423.27,73.79
Groundnut,2003,Rabi,west bengal,9173.0,14476,907943.54,2201.52,1.48,85,40,45,6.2,25.84,1423.27,73.79
Groundnut,2003,Summer,west bengal,34891.0,59508,3453511.18,8373.84,1.330625,85,40,45,6.2,25.84,1423.27,73.79
Horse-gram,2003,Rabi,west bengal,4089.0,1783,404729.22,981.36,0.45727272700000005,85,40,45,6.2,25.84,1423.27,73.79
Jowar,2003,Kharif,west bengal,1283.0,616,126991.34,307.92,0.5325,85,40,45,6.2,25.84,1423.27,73.79
Jute,2003,Kharif,west bengal,620421.0,8366723,61409270.58,148901.04,14.47764706,85,40,45,6.2,25.84,1423.27,73.79
Khesari,2003,Rabi,west bengal,35674.0,40944,3531012.52,8561.76,0.977647059,85,40,45,6.2,25.84,1423.27,73.79
Linseed,2003,Rabi,west bengal,6024.0,1907,596255.52,1445.76,0.316923077,85,40,45,6.2,25.84,1423.27,73.79
